pn_id,part_number,slug,brand,equipment,confirmed_models,category,description,original_description_en,original_description_cn,model_evidence,verification,confidence,evidence_summary,source_files,page_h1,seo_title,meta_description,canonical_path,cta_text,rfq_path,import_status,last_verified_date
PN-001217,CL214954,cl214954,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,泵驱动卡环,,泵驱动卡环,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 131, item 6",伊泰LS190-ED10配件手册.pdf,CL214954 — 泵驱动卡环,CL214954 泵驱动卡环 | ED10 Spare Part,Verified part number CL214954: 泵驱动卡环 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl214954,Request Quote,/rfq/new?partNumber=CL214954,PUBLISHED_READY,2026-09-18
PN-001319,CL237548,cl237548,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,泵驱动轴,,泵驱动轴,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 131, item 7",伊泰LS190-ED10配件手册.pdf,CL237548 — 泵驱动轴,CL237548 泵驱动轴 | ED10 Spare Part,Verified part number CL237548: 泵驱动轴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl237548,Request Quote,/rfq/new?partNumber=CL237548,PUBLISHED_READY,2026-09-18
PN-001242,CL224039,cl224039,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,泵驱动卡环,,泵驱动卡环,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 131, item 8",伊泰LS190-ED10配件手册.pdf,CL224039 — 泵驱动卡环,CL224039 泵驱动卡环 | ED10 Spare Part,Verified part number CL224039: 泵驱动卡环 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl224039,Request Quote,/rfq/new?partNumber=CL224039,PUBLISHED_READY,2026-09-18
PN-001212,CL214929,cl214929,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,泵驱动垫圈,,泵驱动垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 131, item 9",伊泰LS190-ED10配件手册.pdf,CL214929 — 泵驱动垫圈,CL214929 泵驱动垫圈 | ED10 Spare Part,Verified part number CL214929: 泵驱动垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl214929,Request Quote,/rfq/new?partNumber=CL214929,PUBLISHED_READY,2026-09-18
PN-001871,T6GG22,t6gg22,Sandvik / EIMCO,Underground LHD,ED10,Fastener,"3/8"" UNC x 1 1/2""六角头螺栓",,"3/8"" UNC x 1 1/2""六角头螺栓",EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 133, item 2",伊泰LS190-ED10配件手册.pdf,"T6GG22 — 3/8"" UNC x 1 1/2""六角头螺栓","T6GG22 3/8"" UNC x 1 1/2""六角头螺栓 | ED10 Spare Part","Verified part number T6GG22: 3/8"" UNC x 1 1/2""六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on ",/part-number/t6gg22,Request Quote,/rfq/new?partNumber=T6GG22,PUBLISHED_READY,2026-09-18
PN-001234,CL223125,cl223125,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,垫片，泵驱动,,垫片，泵驱动,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 133, item 4",伊泰LS190-ED10配件手册.pdf,CL223125 — 垫片，泵驱动,CL223125 垫片，泵驱动 | ED10 Spare Part,Verified part number CL223125: 垫片，泵驱动 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl223125,Request Quote,/rfq/new?partNumber=CL223125,PUBLISHED_READY,2026-09-18
PN-000595,A2U220-321041,a2u220-321041,Sandvik / EIMCO,Underground LHD,ED10,Other,前动力传输系统,,前动力传输系统,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 137, item 1",伊泰LS190-ED10配件手册.pdf,A2U220-321041 — 前动力传输系统,A2U220-321041 前动力传输系统 | ED10 Spare Part,Verified part number A2U220-321041: 前动力传输系统 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u220-321041,Request Quote,/rfq/new?partNumber=A2U220-321041,PUBLISHED_READY,2026-09-18
PN-000185,445504939,445504939,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺钉,,螺钉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 137, item 2",伊泰LS190-ED10配件手册.pdf,445504939 — 螺钉,445504939 螺钉 | ED10 Spare Part,Verified part number 445504939: 螺钉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445504939,Request Quote,/rfq/new?partNumber=445504939,PUBLISHED_READY,2026-09-18
PN-001890,T8VG40,t8vg40,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺钉,,螺钉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 137, item 3",伊泰LS190-ED10配件手册.pdf,T8VG40 — 螺钉,T8VG40 螺钉 | ED10 Spare Part,Verified part number T8VG40: 螺钉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/t8vg40,Request Quote,/rfq/new?partNumber=T8VG40,PUBLISHED_READY,2026-09-18
PN-000096,114-8516LFL,114-8516lfl,Sandvik / EIMCO,Underground LHD,"ED10, LS190",Other,8.5C Spider,8.5C Spider | 8.5C Spider(FRONT DRIVE LINE) | 8.5C SPIDER -,"十字轴总成, 8.5C",EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 139, item 2; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 145; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 28; Purchase Order-Shanxi.xlsx, Sheet1, row 13",Purchase Order-Shanxi.xlsx | SANDVIK LS 190-312 PARTS20260228.xlsx | SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,114-8516LFL — 8.5C Spider,"114-8516LFL 8.5C Spider | ED10, LS190 Spare Part","Verified part number 114-8516LFL: 8.5C Spider for ED10, LS190. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on",/part-number/114-8516lfl,Request Quote,/rfq/new?partNumber=114-8516LFL,PUBLISHED_READY,2026-09-18
PN-000596,A2U220-324004,a2u220-324004,Sandvik / EIMCO,Underground LHD,ED10,Other,Y-轴承 直径65,,Y-轴承 直径65,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 139, item 3",伊泰LS190-ED10配件手册.pdf,A2U220-324004 — Y-轴承 直径65,A2U220-324004 Y-轴承 直径65 | ED10 Spare Part,Verified part number A2U220-324004: Y-轴承 直径65 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u220-324004,Request Quote,/rfq/new?partNumber=A2U220-324004,PUBLISHED_READY,2026-09-18
PN-000342,8.5C-8-851,8-5c-8-851,Sandvik / EIMCO,Underground LHD,ED10,Fastener,"轴叉, 8.5C/内嵌尼龙螺母",,"轴叉, 8.5C/内嵌尼龙螺母",EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 139, item 4",伊泰LS190-ED10配件手册.pdf,"8.5C-8-851 — 轴叉, 8.5C/内嵌尼龙螺母","8.5C-8-851 轴叉, 8.5C/内嵌尼龙螺母 | ED10 Spare Part","Verified part number 8.5C-8-851: 轴叉, 8.5C/内嵌尼龙螺母 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kua",/part-number/8-5c-8-851,Request Quote,/rfq/new?partNumber=8.5C-8-851,PUBLISHED_READY,2026-09-18
PN-000341,8.5C-28-851,8-5c-28-851,Sandvik / EIMCO,Underground LHD,ED10,Other,焊接轴叉，8.5c,,焊接轴叉，8.5c,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 139, item 5",伊泰LS190-ED10配件手册.pdf,8.5C-28-851 — 焊接轴叉，8.5c,8.5C-28-851 焊接轴叉，8.5c | ED10 Spare Part,Verified part number 8.5C-28-851: 焊接轴叉，8.5c for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/8-5c-28-851,Request Quote,/rfq/new?partNumber=8.5C-28-851,PUBLISHED_READY,2026-09-18
PN-000025,A2U220-321040,a2u220-321040,Sandvik / EIMCO,Underground LHD,ED10,Transmission/Driveline,"Driveline, Transmission to Flange Bearing",DRIVELINE TRANS FRONT AXLE,动力传输系统变速箱与法兰轴承之间,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 1; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 49",SANDVIK LS 190-312 PARTS20260228.xlsx | 伊泰LS190-ED10配件手册.pdf,"A2U220-321040 — Driveline, Transmission to Flange Bearing","A2U220-321040 Driveline, Transmission to Flange Bearing | ED","Verified part number A2U220-321040: Driveline, Transmission to Flange Bearing for ED10. Check equipment compatibility and submit an RFQ to qualified mining",/part-number/a2u220-321040,Request Quote,/rfq/new?partNumber=A2U220-321040,PUBLISHED_READY,2026-09-18
PN-000594,A2U220-321039,a2u220-321039,Sandvik / EIMCO,Underground LHD,ED10,Transmission/Driveline,DRIVELINE TRANS REAR AXLE,DRIVELINE TRANS REAR AXLE,动力传输系统变速箱与后桥之间,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 2; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 116",SANDVIK LS 190-312 PARTS20260228.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U220-321039 — DRIVELINE TRANS REAR AXLE,A2U220-321039 DRIVELINE TRANS REAR AXLE | ED10 Spare Part,Verified part number A2U220-321039: DRIVELINE TRANS REAR AXLE for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts sup,/part-number/a2u220-321039,Request Quote,/rfq/new?partNumber=A2U220-321039,PUBLISHED_READY,2026-09-18
PN-000094,111097,111097,Sandvik / EIMCO,Underground LHD,ED10,Engine,动力传输系统发动机与变速箱之间,,动力传输系统发动机与变速箱之间,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 3",伊泰LS190-ED10配件手册.pdf,111097 — 动力传输系统发动机与变速箱之间,111097 动力传输系统发动机与变速箱之间 | ED10 Spare Part,Verified part number 111097: 动力传输系统发动机与变速箱之间 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpe,/part-number/111097,Request Quote,/rfq/new?partNumber=111097,PUBLISHED_READY,2026-09-18
PN-000613,A2U220-391158,a2u220-391158,Sandvik / EIMCO,Underground LHD,ED10,Other,动力传输系统罩,,动力传输系统罩,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 4",伊泰LS190-ED10配件手册.pdf,A2U220-391158 — 动力传输系统罩,A2U220-391158 动力传输系统罩 | ED10 Spare Part,Verified part number A2U220-391158: 动力传输系统罩 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u220-391158,Request Quote,/rfq/new?partNumber=A2U220-391158,PUBLISHED_READY,2026-09-18
PN-000614,A2U220-391159,a2u220-391159,Sandvik / EIMCO,Underground LHD,ED10,Other,动力传输系统罩,,动力传输系统罩,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 5",伊泰LS190-ED10配件手册.pdf,A2U220-391159 — 动力传输系统罩,A2U220-391159 动力传输系统罩 | ED10 Spare Part,Verified part number A2U220-391159: 动力传输系统罩 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u220-391159,Request Quote,/rfq/new?partNumber=A2U220-391159,PUBLISHED_READY,2026-09-18
PN-000615,A2U220-391160,a2u220-391160,Sandvik / EIMCO,Underground LHD,ED10,Other,动力传输系统罩,,动力传输系统罩,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 6",伊泰LS190-ED10配件手册.pdf,A2U220-391160 — 动力传输系统罩,A2U220-391160 动力传输系统罩 | ED10 Spare Part,Verified part number A2U220-391160: 动力传输系统罩 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u220-391160,Request Quote,/rfq/new?partNumber=A2U220-391160,PUBLISHED_READY,2026-09-18
PN-000745,A2U900-392027,a2u900-392027,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺钉,,螺钉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 7",伊泰LS190-ED10配件手册.pdf,A2U900-392027 — 螺钉,A2U900-392027 螺钉 | ED10 Spare Part,Verified part number A2U900-392027: 螺钉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u900-392027,Request Quote,/rfq/new?partNumber=A2U900-392027,PUBLISHED_READY,2026-09-18
PN-000324,64404396,64404396,Sandvik / EIMCO,Underground LHD,ED10,Fastener,弹簧垫圈,,弹簧垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 9; ED10 parts manual page 271, item 7",伊泰LS190-ED10配件手册.pdf,64404396 — 弹簧垫圈,64404396 弹簧垫圈 | ED10 Spare Part,Verified part number 64404396: 弹簧垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/64404396,Request Quote,/rfq/new?partNumber=64404396,PUBLISHED_READY,2026-09-18
PN-000744,A2U900-392011,a2u900-392011,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺栓,,螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 10",伊泰LS190-ED10配件手册.pdf,A2U900-392011 — 螺栓,A2U900-392011 螺栓 | ED10 Spare Part,Verified part number A2U900-392011: 螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u900-392011,Request Quote,/rfq/new?partNumber=A2U900-392011,PUBLISHED_READY,2026-09-18
PN-000120,248872,248872,Sandvik / EIMCO,Underground LHD,ED10,Other,动力传输系统罩,,动力传输系统罩,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 141, item 11",伊泰LS190-ED10配件手册.pdf,248872 — 动力传输系统罩,248872 动力传输系统罩 | ED10 Spare Part,Verified part number 248872: 动力传输系统罩 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/248872,Request Quote,/rfq/new?partNumber=248872,PUBLISHED_READY,2026-09-18
PN-000066,016-15015,016-15015,Sandvik / EIMCO,Underground LHD,ED10,Structure,十字轴安装,,十字轴安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 1",伊泰LS190-ED10配件手册.pdf,016-15015 — 十字轴安装,016-15015 十字轴安装 | ED10 Spare Part,Verified part number 016-15015: 十字轴安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/016-15015,Request Quote,/rfq/new?partNumber=016-15015,PUBLISHED_READY,2026-09-18
PN-001759,D6N66163,d6n66163,Sandvik / EIMCO,Underground LHD,ED10,Other,滑动叉,,滑动叉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 2",伊泰LS190-ED10配件手册.pdf,D6N66163 — 滑动叉,D6N66163 滑动叉 | ED10 Spare Part,Verified part number D6N66163: 滑动叉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d6n66163,Request Quote,/rfq/new?partNumber=D6N66163,PUBLISHED_READY,2026-09-18
PN-001843,M2E42-24954-1,m2e42-24954-1,Sandvik / EIMCO,Underground LHD,ED10,Structure,管道安装,,管道安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 3",伊泰LS190-ED10配件手册.pdf,M2E42-24954-1 — 管道安装,M2E42-24954-1 管道安装 | ED10 Spare Part,Verified part number M2E42-24954-1: 管道安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/m2e42-24954-1,Request Quote,/rfq/new?partNumber=M2E42-24954-1,PUBLISHED_READY,2026-09-18
PN-001840,M2E16995J,m2e16995j,Sandvik / EIMCO,Underground LHD,ED10,Seal/Gasket,毡密封,,毡密封,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 4",伊泰LS190-ED10配件手册.pdf,M2E16995J — 毡密封,M2E16995J 毡密封 | ED10 Spare Part,Verified part number M2E16995J: 毡密封 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/m2e16995j,Request Quote,/rfq/new?partNumber=M2E16995J,PUBLISHED_READY,2026-09-18
PN-001841,M2E16996J,m2e16996j,Sandvik / EIMCO,Underground LHD,ED10,Fastener,垫圈,,垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 5",伊泰LS190-ED10配件手册.pdf,M2E16996J — 垫圈,M2E16996J 垫圈 | ED10 Spare Part,Verified part number M2E16996J: 垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/m2e16996j,Request Quote,/rfq/new?partNumber=M2E16996J,PUBLISHED_READY,2026-09-18
PN-001842,M2E2-60724,m2e2-60724,Sandvik / EIMCO,Underground LHD,ED10,Other,座圈,,座圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 6",伊泰LS190-ED10配件手册.pdf,M2E2-60724 — 座圈,M2E2-60724 座圈 | ED10 Spare Part,Verified part number M2E2-60724: 座圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/m2e2-60724,Request Quote,/rfq/new?partNumber=M2E2-60724,PUBLISHED_READY,2026-09-18
PN-001844,M2E8X157,m2e8x157,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,润滑接头,,润滑接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 7",伊泰LS190-ED10配件手册.pdf,M2E8X157 — 润滑接头,M2E8X157 润滑接头 | ED10 Spare Part,Verified part number M2E8X157: 润滑接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/m2e8x157,Request Quote,/rfq/new?partNumber=M2E8X157,PUBLISHED_READY,2026-09-18
PN-000088,102314,102314,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺钉,,螺钉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 143, item 8",伊泰LS190-ED10配件手册.pdf,102314 — 螺钉,102314 螺钉 | ED10 Spare Part,Verified part number 102314: 螺钉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/102314,Request Quote,/rfq/new?partNumber=102314,PUBLISHED_READY,2026-09-18
PN-000314,64113616,64113616,Sandvik / EIMCO,Underground LHD,ED10,Fastener,WHEEL NUT,WHEEL NUT,车轮六角螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 149, item 1; ED10 parts manual page 167, item 1; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 327; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 391",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,64113616 — WHEEL NUT,64113616 WHEEL NUT | ED10 Spare Part,Verified part number 64113616: WHEEL NUT for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/64113616,Request Quote,/rfq/new?partNumber=64113616,PUBLISHED_READY,2026-09-18
PN-000742,A2U900-341031,a2u900-341031,Sandvik / EIMCO,Underground LHD,ED10,Other,桥，止挡,,桥，止挡,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 149, item 2; ED10 parts manual page 167, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-341031 — 桥，止挡,A2U900-341031 桥，止挡 | ED10 Spare Part,Verified part number A2U900-341031: 桥，止挡 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/a2u900-341031,Request Quote,/rfq/new?partNumber=A2U900-341031,PUBLISHED_READY,2026-09-18
PN-001863,T20ZG,t20zg,Sandvik / EIMCO,Underground LHD,ED10,Fastener,1.1/4-7 HEX. NUT,1.1/4-7 HEX. NUT,六角螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 149, item 3; ED10 parts manual page 167, item 3; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 326; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 393",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,T20ZG — 1.1/4-7 HEX. NUT,T20ZG 1.1/4-7 HEX. NUT | ED10 Spare Part,Verified part number T20ZG: 1.1/4-7 HEX. NUT for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpe,/part-number/t20zg,Request Quote,/rfq/new?partNumber=T20ZG,PUBLISHED_READY,2026-09-18
PN-000386,A2U130-196132,a2u130-196132,Sandvik / EIMCO,Underground LHD,ED10,Fastener,HEX. HD. BOLT,HEX. HD. BOLT | BOLT HEX.,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 149, item 4; ED10 parts manual page 167, item 4; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 328; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 392",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U130-196132 — HEX. HD. BOLT,A2U130-196132 HEX. HD. BOLT | ED10 Spare Part,Verified part number A2U130-196132: HEX. HD. BOLT for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Ku,/part-number/a2u130-196132,Request Quote,/rfq/new?partNumber=A2U130-196132,PUBLISHED_READY,2026-09-18
PN-001899,W20HB,w20hb,Sandvik / EIMCO,Underground LHD,ED10,Fastener,"WASHER, SEA FLAT, HIGH STRENGTH HARDENED","WASHER, SEA FLAT, HIGH STRENGTH HARDENED",六角头螺栓 | 平垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 149, item 5; ED10 parts manual page 167, item 5; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 390",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,"W20HB — WASHER, SEA FLAT, HIGH STRENGTH HARDENED","W20HB WASHER, SEA FLAT, HIGH STRENGTH HARDENED | ED10 Spare ","Verified part number W20HB: WASHER, SEA FLAT, HIGH STRENGTH HARDENED for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare pa",/part-number/w20hb,Request Quote,/rfq/new?partNumber=W20HB,PUBLISHED_READY,2026-09-18
PN-001147,CL2109807,cl2109807,Sandvik / EIMCO,Underground LHD,ED10,Other,行星齿轮架,,行星齿轮架,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 1",伊泰LS190-ED10配件手册.pdf,CL2109807 — 行星齿轮架,CL2109807 行星齿轮架 | ED10 Spare Part,Verified part number CL2109807: 行星齿轮架 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl2109807,Request Quote,/rfq/new?partNumber=CL2109807,PUBLISHED_READY,2026-09-18
PN-001145,CL2109696,cl2109696,Sandvik / EIMCO,Underground LHD,ED10,Fastener,推力垫圈,,推力垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 2",伊泰LS190-ED10配件手册.pdf,CL2109696 — 推力垫圈,CL2109696 推力垫圈 | ED10 Spare Part,Verified part number CL2109696: 推力垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl2109696,Request Quote,/rfq/new?partNumber=CL2109696,PUBLISHED_READY,2026-09-18
PN-001121,CL17C612H,cl17c612h,Sandvik / EIMCO,Underground LHD,ED10,Fastener,定位盘螺钉,,定位盘螺钉,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 3",伊泰LS190-ED10配件手册.pdf,CL17C612H — 定位盘螺钉,CL17C612H 定位盘螺钉 | ED10 Spare Part,Verified part number CL17C612H: 定位盘螺钉 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl17c612h,Request Quote,/rfq/new?partNumber=CL17C612H,PUBLISHED_READY,2026-09-18
PN-001171,CL2111451,cl2111451,Sandvik / EIMCO,Underground LHD,ED10,Other,定位盘,,定位盘,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 4",伊泰LS190-ED10配件手册.pdf,CL2111451 — 定位盘,CL2111451 定位盘 | ED10 Spare Part,Verified part number CL2111451: 定位盘 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl2111451,Request Quote,/rfq/new?partNumber=CL2111451,PUBLISHED_READY,2026-09-18
PN-001101,CL118774,cl118774,Sandvik / EIMCO,Underground LHD,ED10,Fastener,推力垫圈,,推力垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 5",伊泰LS190-ED10配件手册.pdf,CL118774 — 推力垫圈,CL118774 推力垫圈 | ED10 Spare Part,Verified part number CL118774: 推力垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl118774,Request Quote,/rfq/new?partNumber=CL118774,PUBLISHED_READY,2026-09-18
PN-001149,CL2109810,cl2109810,Sandvik / EIMCO,Underground LHD,ED10,Other,小齿轮针式滚柱,,小齿轮针式滚柱,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 6",伊泰LS190-ED10配件手册.pdf,CL2109810 — 小齿轮针式滚柱,CL2109810 小齿轮针式滚柱 | ED10 Spare Part,Verified part number CL2109810: 小齿轮针式滚柱 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl2109810,Request Quote,/rfq/new?partNumber=CL2109810,PUBLISHED_READY,2026-09-18
PN-001148,CL2109809,cl2109809,Sandvik / EIMCO,Underground LHD,ED10,Other,行星齿轮,,行星齿轮,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 7",伊泰LS190-ED10配件手册.pdf,CL2109809 — 行星齿轮,CL2109809 行星齿轮 | ED10 Spare Part,Verified part number CL2109809: 行星齿轮 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl2109809,Request Quote,/rfq/new?partNumber=CL2109809,PUBLISHED_READY,2026-09-18
PN-001102,CL118775,cl118775,Sandvik / EIMCO,Underground LHD,ED10,Other,行星针式滚柱隔片,,行星针式滚柱隔片,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 151, item 8",伊泰LS190-ED10配件手册.pdf,CL118775 — 行星针式滚柱隔片,CL118775 行星针式滚柱隔片 | ED10 Spare Part,Verified part number CL118775: 行星针式滚柱隔片 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cl118775,Request Quote,/rfq/new?partNumber=CL118775,PUBLISHED_READY,2026-09-18
