pn_id,part_number,brand,equipment,model,model_evidence,verification,evidence_summary,relation_status
PN-001102,CL118775,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 151, item 8",ACTIVE
PN-001154,CL2110403,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 151, item 9",ACTIVE
PN-001155,CL2110404,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 151, item 10",ACTIVE
PN-001186,CL2114193,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 1",ACTIVE
PN-001189,CL2114233,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 2",ACTIVE
PN-001190,CL2114234,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 3",ACTIVE
PN-001191,CL2114235,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 3A",ACTIVE
PN-001150,CL2109820,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 5",ACTIVE
PN-001181,CL2112733,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 6; ED10 parts manual page 153, item 11",ACTIVE
PN-001146,CL2109806,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 7",ACTIVE
PN-001090,CL106547,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 8; ED10 parts manual page 157, item 16",ACTIVE
PN-001100,CL117225,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 9",ACTIVE
PN-001152,CL2109823,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 12",ACTIVE
PN-001151,CL2109822,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 13",ACTIVE
PN-001104,CL120218,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 14",ACTIVE
PN-001170,CL2111410,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 15",ACTIVE
PN-001496,CL86D-12H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 16",ACTIVE
PN-001153,CL2109824,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 17",ACTIVE
PN-001111,CL127819,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 18",ACTIVE
PN-001143,CL2107379,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 19",ACTIVE
PN-001142,CL2106610,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 20",ACTIVE
PN-001105,CL121214,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 21; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 148; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 122; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 134",ACTIVE
PN-001474,CL6C-605H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 23",ACTIVE
PN-001207,CL2115353,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 25",ACTIVE
PN-001185,CL2114020,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 26",ACTIVE
PN-001173,CL2111619,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 27",ACTIVE
PN-001177,CL2111947,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 27A",ACTIVE
PN-001179,CL2112664,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 28; ED10 parts manual page 155, item 1",ACTIVE
PN-001098,CL111656,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 29",ACTIVE
PN-001472,CL64D-12H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 30",ACTIVE
PN-001176,CL2111900,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 31",ACTIVE
PN-001086,CL1006547,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 34",ACTIVE
PN-001205,CL2115220,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 38",ACTIVE
PN-001202,CL2114597,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 39",ACTIVE
PN-001201,CL2114595,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 40",ACTIVE
PN-001169,CL2111409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 153, item 41",ACTIVE
PN-001403,CL24K6,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 2",ACTIVE
PN-001502,CL91G6,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 3",ACTIVE
PN-001141,CL208805,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 4",ACTIVE
PN-001402,CL24K5,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 5",ACTIVE
PN-001500,CL91F5,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 6",ACTIVE
PN-001401,CL24K4,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 7",ACTIVE
PN-001499,CL91F4,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 8",ACTIVE
PN-001115,CL16F01,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 9",ACTIVE
PN-001180,CL2112665,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 10",ACTIVE
PN-001435,CL25K30020,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 11; ED10 parts manual page 155, item 12",ACTIVE
PN-001157,CL2110857,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 13",ACTIVE
PN-001161,CL2110865,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 14",ACTIVE
PN-001158,CL2110858,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 15",ACTIVE
PN-001163,CL2111165,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 16",ACTIVE
PN-001175,CL2111672,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 17",ACTIVE
PN-001089,CL104412,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 18",ACTIVE
PN-001174,CL2111632,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 19",ACTIVE
PN-001156,CL2110852,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 20",ACTIVE
PN-001160,CL2110864,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 21",ACTIVE
PN-001164,CL2111166,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 22",ACTIVE
PN-001159,CL2110861,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 23",ACTIVE
PN-001198,CL2114372,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 24",ACTIVE
PN-001483,CL76K10,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 25",ACTIVE
PN-001501,CL91F6,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 26",ACTIVE
PN-001162,CL2111039,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 27",ACTIVE
PN-001166,CL2111168,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 28",ACTIVE
PN-001165,CL2111167,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 29",ACTIVE
PN-001120,CL17C512H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 30",ACTIVE
PN-001491,CL816185,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 31",ACTIVE
PN-001116,CL16F2,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 155, item 32",ACTIVE
PN-001203,CL2114639,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 2",ACTIVE
PN-001200,CL2114524,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 3",ACTIVE
PN-001492,CL816274,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 4",ACTIVE
PN-001199,CL2114523,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 7",ACTIVE
PN-001845,N.S.S.,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 8; ED10 parts manual page 157, item 14; ED10 parts manual page 157, item 15; ED10 parts manual page 157, item 21",ACTIVE
PN-001110,CL127815,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 9",ACTIVE
PN-001108,CL125088,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 10",ACTIVE
PN-001206,CL2115264,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 11; ED10 parts manual page 157, item 12",ACTIVE
PN-001168,CL2111308,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 13",ACTIVE
PN-001119,CL17C-988H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 17",ACTIVE
PN-001495,CL86D-09H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 18",ACTIVE
PN-001087,CL101196,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 19",ACTIVE
PN-001193,CL2114283,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 20",ACTIVE
PN-001106,CL123832,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 22",ACTIVE
PN-001099,CL111658,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 23",ACTIVE
PN-001109,CL126468,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 24",ACTIVE
PN-001126,CL1C-614H,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 26",ACTIVE
PN-001107,CL124696,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 27",ACTIVE
PN-001183,CL2112958,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 28",ACTIVE
PN-001182,CL2112957,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 29",ACTIVE
PN-001192,CL2114263,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 32",ACTIVE
PN-001194,CL2114363,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 33",ACTIVE
PN-001195,CL2114364,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 34",ACTIVE
PN-001494,CL842189,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 35",ACTIVE
PN-001091,CL107477,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 37",ACTIVE
PN-001197,CL2114367,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 38",ACTIVE
PN-001196,CL2114366,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 39",ACTIVE
PN-001122,CL17CM1260,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 40",ACTIVE
PN-001455,CL4E-08,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 41",ACTIVE
PN-001178,CL2112382,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 42",ACTIVE
PN-001112,CL128401,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 157, item 43",ACTIVE
PN-001187,CL2114198,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 44",ACTIVE
PN-001457,CL4E-10,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 45",ACTIVE
PN-001487,CL7CM1660,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 46",ACTIVE
PN-001144,CL2109547,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 47",ACTIVE
PN-001188,CL2114204,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 49",ACTIVE
PN-001172,CL2111515,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 50",ACTIVE
PN-001184,CL2113884,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 50A",ACTIVE
PN-001436,CL25K60124,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 50B",ACTIVE
PN-001167,CL2111250,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 51",ACTIVE
PN-001204,CL2115190,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 52",ACTIVE
PN-001493,CL816287,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 158, item 53",ACTIVE
PN-000068,016-92009,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 160, item 1",ACTIVE
PN-000069,016-93020,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 160, item 2",ACTIVE
PN-000397,A2U130-371043,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 160, item 3",ACTIVE
PN-000607,A2U220-371066,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 163, item 1",ACTIVE
PN-000609,A2U220-372045,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 163, item 2",ACTIVE
PN-000334,65392009,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 163, item 4",ACTIVE
PN-000608,A2U220-371070,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 163, item 5",ACTIVE
PN-001909,ZD34-16.00,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 165, item 3",ACTIVE
PN-000440,A2U220-111131,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 1",ACTIVE
PN-000468,A2U220-193387,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 2; ED10 parts manual page 171, item 2",ACTIVE
PN-000480,A2U220-196134,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 4; ED10 parts manual page 171, item 4",ACTIVE
PN-000479,A2U220-195085,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 5; ED10 parts manual page 171, item 5",ACTIVE
PN-000478,A2U220-195084,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 6; ED10 parts manual page 171, item 6",ACTIVE
PN-000477,A2U220-195083,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 7; ED10 parts manual page 171, item 7",ACTIVE
PN-000676,A2U220-810018,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 8; ED10 parts manual page 171, item 8",ACTIVE
PN-000173,445502844,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 169, item 10; ED10 parts manual page 171, item 10",ACTIVE
PN-000441,A2U220-111132,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 171, item 1; ED10 parts manual page 176, item 1",ACTIVE
PN-000446,A2U220-131047,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 1",ACTIVE
PN-001826,G903,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 2; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 221",ACTIVE
PN-000444,A2U220-117001,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 3",ACTIVE
PN-000447,A2U220-141050,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 4",ACTIVE
PN-000448,A2U220-141051,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 5",ACTIVE
PN-000365,A2U130-191812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 6",ACTIVE
PN-000366,A2U130-191813,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 7",ACTIVE
PN-000449,A2U220-141056,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 8",ACTIVE
PN-000450,A2U220-141057,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 9",ACTIVE
PN-000451,A2U220-141058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 10",ACTIVE
PN-000452,A2U220-141059,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 11",ACTIVE
PN-000192,450061624,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 12; ED10 parts manual page 190, item 4",ACTIVE
PN-000198,450081034,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 13; ED10 parts manual page 176, item 19; ED10 parts manual page 183, item 25; ED10 parts manual page 190, item 5",ACTIVE
PN-000181,445503069,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 14",ACTIVE
PN-000763,A2U900-480615,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 15",ACTIVE
PN-000170,445502808,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 18",ACTIVE
PN-000131,445202804,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 173, item 23",ACTIVE
PN-000355,A2U130-115021,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 2",ACTIVE
PN-000462,A2U220-1911017,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 3",ACTIVE
PN-000459,A2U220-1911014,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 4",ACTIVE
PN-000460,A2U220-1911015,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 5",ACTIVE
PN-000461,A2U220-1911016,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 6",ACTIVE
PN-000443,A2U220-115023,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 7",ACTIVE
PN-000505,A2U220-197748,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 8",ACTIVE
PN-000464,A2U220-1911056,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 9",ACTIVE
PN-000493,A2U220-197655,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 10",ACTIVE
PN-000494,A2U220-197656,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 11",ACTIVE
PN-000203,450081130,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 13; ED10 parts manual page 176, item 23; ED10 parts manual page 317, item 10",ACTIVE
PN-000208,455302040,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 14",ACTIVE
PN-000207,455302036,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 17",ACTIVE
PN-000155,445405075,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 18",ACTIVE
PN-000205,455300044,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 20",ACTIVE
PN-000150,445402950,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 24",ACTIVE
PN-000458,A2U220-190230,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 26",ACTIVE
PN-000178,445502935,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 27",ACTIVE
PN-000879,A2U913-591257,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 28",ACTIVE
PN-000304,5450081124,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 29",ACTIVE
PN-000388,A2U130-197310,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 33",ACTIVE
PN-000152,445402963,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 34",ACTIVE
PN-000878,A2U913-591256,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 176, item 35",ACTIVE
PN-000114,244526,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 178, item 1",ACTIVE
PN-000374,A2U130-193421,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 178, item 2",ACTIVE
PN-000844,A2U913-198001,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 178, item 3; ED10 parts manual page 201, item 5",ACTIVE
PN-000626,A2U220-491238,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 1",ACTIVE
PN-000415,A2U130-491222,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 2",ACTIVE
PN-000746,A2U900-392099,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 5",ACTIVE
PN-000650,A2U220-591346,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 6",ACTIVE
PN-000618,A2U220-410034,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 7",ACTIVE
PN-000623,A2U220-487081,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 180, item 8",ACTIVE
PN-000482,A2U220-197634,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 1",ACTIVE
PN-000485,A2U220-197638,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 2",ACTIVE
PN-000483,A2U220-197636,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 3",ACTIVE
PN-000484,A2U220-197637,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 4",ACTIVE
PN-000486,A2U220-197639,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 5",ACTIVE
PN-000492,A2U220-197650,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 183, item 6",ACTIVE
